年,月,日,時,分,秒,オーダー,ロット,生産数,不良数,ランスショート,ヒケショート,糸引き,薄壁ショート,PC保存日付,PC保存時間
2023,5,28,15,24,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:05
2023,5,28,15,24,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:15
2023,5,28,15,24,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:25
2023,5,28,15,24,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:35
2023,5,28,15,24,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:45
2023,5,28,15,24,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:24:55
2023,5,28,15,25,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:05
2023,5,28,15,25,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:15
2023,5,28,15,25,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:25
2023,5,28,15,25,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:35
2023,5,28,15,25,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:45
2023,5,28,15,25,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:25:55
2023,5,28,15,26,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:05
2023,5,28,15,26,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:15
2023,5,28,15,26,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:25
2023,5,28,15,26,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:35
2023,5,28,15,26,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:45
2023,5,28,15,26,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:26:55
2023,5,28,15,27,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:05
2023,5,28,15,27,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:15
2023,5,28,15,27,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:25
2023,5,28,15,27,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:35
2023,5,28,15,27,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:45
2023,5,28,15,27,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:27:55
2023,5,28,15,28,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:05
2023,5,28,15,28,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:15
2023,5,28,15,28,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:25
2023,5,28,15,28,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:35
2023,5,28,15,28,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:45
2023,5,28,15,28,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:28:55
2023,5,28,15,29,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:05
2023,5,28,15,29,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:15
2023,5,28,15,29,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:25
2023,5,28,15,29,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:35
2023,5,28,15,29,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:45
2023,5,28,15,29,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:29:55
2023,5,28,15,30,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:05
2023,5,28,15,30,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:15
2023,5,28,15,30,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:25
2023,5,28,15,30,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:35
2023,5,28,15,30,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:45
2023,5,28,15,30,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:30:55
2023,5,28,15,31,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:05
2023,5,28,15,31,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:15
2023,5,28,15,31,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:25
2023,5,28,15,31,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:35
2023,5,28,15,31,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:45
2023,5,28,15,31,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:31:55
2023,5,28,15,32,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:05
2023,5,28,15,32,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:15
2023,5,28,15,32,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:25
2023,5,28,15,32,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:35
2023,5,28,15,32,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:45
2023,5,28,15,32,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:32:55
2023,5,28,15,33,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:05
2023,5,28,15,33,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:15
2023,5,28,15,33,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:25
2023,5,28,15,33,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:35
2023,5,28,15,33,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:45
2023,5,28,15,33,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:33:55
2023,5,28,15,34,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:05
2023,5,28,15,34,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:15
2023,5,28,15,34,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:25
2023,5,28,15,34,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:35
2023,5,28,15,34,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:45
2023,5,28,15,34,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:34:55
2023,5,28,15,35,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:05
2023,5,28,15,35,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:15
2023,5,28,15,35,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:25
2023,5,28,15,35,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:35
2023,5,28,15,35,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:45
2023,5,28,15,35,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:35:55
2023,5,28,15,36,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:05
2023,5,28,15,36,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:15
2023,5,28,15,36,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:25
2023,5,28,15,36,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:35
2023,5,28,15,36,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:45
2023,5,28,15,36,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:36:55
2023,5,28,15,37,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:05
2023,5,28,15,37,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:15
2023,5,28,15,37,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:25
2023,5,28,15,37,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:35
2023,5,28,15,37,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:45
2023,5,28,15,37,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:37:55
2023,5,28,15,38,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:05
2023,5,28,15,38,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:15
2023,5,28,15,38,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:25
2023,5,28,15,38,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:35
2023,5,28,15,38,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:45
2023,5,28,15,38,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:38:55
2023,5,28,15,39,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:05
2023,5,28,15,39,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:15
2023,5,28,15,39,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:25
2023,5,28,15,39,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:35
2023,5,28,15,39,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:45
2023,5,28,15,39,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:39:55
2023,5,28,15,40,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:05
2023,5,28,15,40,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:15
2023,5,28,15,40,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:25
2023,5,28,15,40,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:35
2023,5,28,15,40,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:45
2023,5,28,15,40,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:40:55
2023,5,28,15,41,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:05
2023,5,28,15,41,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:15
2023,5,28,15,41,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:25
2023,5,28,15,41,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:35
2023,5,28,15,41,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:45
2023,5,28,15,41,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:41:55
2023,5,28,15,42,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:05
2023,5,28,15,42,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:15
2023,5,28,15,42,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:25
2023,5,28,15,42,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:35
2023,5,28,15,42,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:45
2023,5,28,15,42,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:42:55
2023,5,28,15,43,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:05
2023,5,28,15,43,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:15
2023,5,28,15,43,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:25
2023,5,28,15,43,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:35
2023,5,28,15,43,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:45
2023,5,28,15,43,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:43:55
2023,5,28,15,44,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:05
2023,5,28,15,44,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:15
2023,5,28,15,44,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:25
2023,5,28,15,44,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:35
2023,5,28,15,44,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:45
2023,5,28,15,44,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:44:55
2023,5,28,15,45,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:05
2023,5,28,15,45,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:15
2023,5,28,15,45,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:25
2023,5,28,15,45,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:35
2023,5,28,15,45,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:45
2023,5,28,15,45,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:45:55
2023,5,28,15,46,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:05
2023,5,28,15,46,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:15
2023,5,28,15,46,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:25
2023,5,28,15,46,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:35
2023,5,28,15,46,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:45
2023,5,28,15,46,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:46:55
2023,5,28,15,47,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:05
2023,5,28,15,47,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:15
2023,5,28,15,47,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:25
2023,5,28,15,47,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:35
2023,5,28,15,47,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:45
2023,5,28,15,47,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:47:55
2023,5,28,15,48,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:05
2023,5,28,15,48,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:15
2023,5,28,15,48,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:25
2023,5,28,15,48,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:35
2023,5,28,15,48,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:45
2023,5,28,15,48,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:48:55
2023,5,28,15,49,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:05
2023,5,28,15,49,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:15
2023,5,28,15,49,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:25
2023,5,28,15,49,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:35
2023,5,28,15,49,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:45
2023,5,28,15,49,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:49:55
2023,5,28,15,50,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:05
2023,5,28,15,50,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:15
2023,5,28,15,50,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:25
2023,5,28,15,50,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:35
2023,5,28,15,50,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:45
2023,5,28,15,50,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:50:55
2023,5,28,15,51,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:05
2023,5,28,15,51,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:15
2023,5,28,15,51,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:25
2023,5,28,15,51,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:35
2023,5,28,15,51,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:45
2023,5,28,15,51,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:51:55
2023,5,28,15,52,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:05
2023,5,28,15,52,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:15
2023,5,28,15,52,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:25
2023,5,28,15,52,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:35
2023,5,28,15,52,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:45
2023,5,28,15,52,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:52:55
2023,5,28,15,53,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:05
2023,5,28,15,53,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:15
2023,5,28,15,53,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:25
2023,5,28,15,53,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:35
2023,5,28,15,53,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:45
2023,5,28,15,53,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:53:55
2023,5,28,15,54,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:05
2023,5,28,15,54,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:15
2023,5,28,15,54,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:25
2023,5,28,15,54,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:35
2023,5,28,15,54,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:45
2023,5,28,15,54,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:54:55
2023,5,28,15,55,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:05
2023,5,28,15,55,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:15
2023,5,28,15,55,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:25
2023,5,28,15,55,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:35
2023,5,28,15,55,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:45
2023,5,28,15,55,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:55:55
2023,5,28,15,56,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:05
2023,5,28,15,56,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:15
2023,5,28,15,56,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:25
2023,5,28,15,56,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:35
2023,5,28,15,56,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:45
2023,5,28,15,56,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:56:55
2023,5,28,15,57,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:05
2023,5,28,15,57,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:15
2023,5,28,15,57,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:25
2023,5,28,15,57,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:35
2023,5,28,15,57,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:45
2023,5,28,15,57,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:57:55
2023,5,28,15,58,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:05
2023,5,28,15,58,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:15
2023,5,28,15,58,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:25
2023,5,28,15,58,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:35
2023,5,28,15,58,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:45
2023,5,28,15,58,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:58:55
2023,5,28,15,59,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:05
2023,5,28,15,59,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:15
2023,5,28,15,59,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:25
2023,5,28,15,59,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:35
2023,5,28,15,59,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:45
2023,5,28,15,59,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,15:59:55
2023,5,28,16,0,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:05
2023,5,28,16,0,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:15
2023,5,28,16,0,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:25
2023,5,28,16,0,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:35
2023,5,28,16,0,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:45
2023,5,28,16,0,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:00:55
2023,5,28,16,1,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:05
2023,5,28,16,1,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:15
2023,5,28,16,1,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:25
2023,5,28,16,1,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:35
2023,5,28,16,1,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:45
2023,5,28,16,1,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:01:55
2023,5,28,16,2,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:05
2023,5,28,16,2,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:15
2023,5,28,16,2,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:25
2023,5,28,16,2,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:35
2023,5,28,16,2,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:45
2023,5,28,16,2,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:02:55
2023,5,28,16,3,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:05
2023,5,28,16,3,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:15
2023,5,28,16,3,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:25
2023,5,28,16,3,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:35
2023,5,28,16,3,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:45
2023,5,28,16,3,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:03:55
2023,5,28,16,4,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:05
2023,5,28,16,4,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:15
2023,5,28,16,4,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:25
2023,5,28,16,4,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:35
2023,5,28,16,4,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:45
2023,5,28,16,4,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:04:55
2023,5,28,16,5,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:05
2023,5,28,16,5,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:15
2023,5,28,16,5,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:25
2023,5,28,16,5,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:35
2023,5,28,16,5,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:45
2023,5,28,16,5,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:05:55
2023,5,28,16,6,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:05
2023,5,28,16,6,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:15
2023,5,28,16,6,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:25
2023,5,28,16,6,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:35
2023,5,28,16,6,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:45
2023,5,28,16,6,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:06:55
2023,5,28,16,7,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:05
2023,5,28,16,7,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:15
2023,5,28,16,7,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:25
2023,5,28,16,7,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:35
2023,5,28,16,7,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:45
2023,5,28,16,7,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:07:55
2023,5,28,16,8,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:05
2023,5,28,16,8,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:15
2023,5,28,16,8,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:25
2023,5,28,16,8,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:35
2023,5,28,16,8,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:45
2023,5,28,16,8,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:08:55
2023,5,28,16,9,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:05
2023,5,28,16,9,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:15
2023,5,28,16,9,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:25
2023,5,28,16,9,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:35
2023,5,28,16,9,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:45
2023,5,28,16,9,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:09:55
2023,5,28,16,10,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:05
2023,5,28,16,10,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:15
2023,5,28,16,10,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:25
2023,5,28,16,10,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:35
2023,5,28,16,10,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:45
2023,5,28,16,10,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:10:55
2023,5,28,16,11,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:05
2023,5,28,16,11,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:15
2023,5,28,16,11,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:25
2023,5,28,16,11,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:35
2023,5,28,16,11,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:45
2023,5,28,16,11,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:11:55
2023,5,28,16,12,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:12:05
2023,5,28,16,12,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,16:12:15
